ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
83360;Passaport Art Nouveau. De viatge ... Per l Europa modernista: Vuitena destinació: Catalunya;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Museu de Terrassa - Casa Alegre Sagrera;2015-09-07 09:00:00;2015-09-10 14:00:00;F;Taller de dos dies: 32 euros, Taller de tres dies: 48 euros,  Taller d una setmana: 80 euros 10% de descompte a partir del 2n infant i famílies nombroses                                                                                                      ;01/01/1900 9:00:00;01/01/1900 14:00:00;;1;;- Us podeu apuntar en franges de dos, tres dies o una setmana sencera. - Cal lliurar la següent documentació: la butlleta d inscripció signada, una fotocòpia de la targeta sanitària i el permís per fer fotografies. - El preu inclou una assegurança. - Hi ha previstes sortides fora de l espai on es realitzen els tallers. - Recomanem que els infants portin roba còmoda, que es pugui embrutar, i l esmorzar. - El Museu es reserva el dret de cancellar algun taller si no s arriba a un mínim d inscrits. ;PASSA L ESTIU AL MUSEU - TALLERS PER A INFANTS DE 4 A 12 ANYS                                                                                                                                           ;Et proposem passar uns dies al Museu de Terrassa i conèixer diferents aspectes del nostre patrimoni tot jugant. T hi esperem!;2015-06-22;2015-09-10;2015-06-10;417740,8627;4601903,0094;2,0123475130626;41.5627243023335;http://www.terrassa.cat/veureacte?numActe=83360
83361;Curs de Mindfulness. Nivell I;Cursos;;http://www.menssana.cat                                                                             ;;Menssana;2015-05-08 15:30:00;2015-07-06 17:30:00;F;145 euros                                                                                                                                                                                                                                                      ;01/01/1900 15:30:00;01/01/1900 17:30:00;;4;;Cal fer inscripcions a través del número 937892956;;;;;2015-04-29;417160,5625;4602358,5;2,0053261520009;41.5667665091317;http://www.terrassa.cat/veureacte?numActe=83361
83363;Recogida de tapones:   Tapones para una nueva vida ;Actes solidaris;infofundacion@seur.net                                                                              ;http://www.fundacionseur.org/recoger-tapones/                                                       ;;Tiendas SEUR;2015-04-29 ;2015-12-31 ;F;;;;;0;;- Depositar los tapones en cualquiera de las 300 Tiendas SEUR de España, Portugal y Andorra  - Aprovechar las rutas de los repartidores. Si eres cliente de SEUR   recibes la visita habitual de uno de nuestros repartidores se pueden aprovechar sus desplazamientos, siempre que la capacidad de su vehículo y su plan de trabajo lo permita. El repartidor decide si puede recoger tapones en cada momento. - Utilizar puntos de recogida de tapones ya en marcha. Busca en tus lugares habituales, seguro que encuentras un punto de recogida de tapones en tu Centro de Salud, colegio, polideportivo, oficina, bar, etc. ¡Hay más de 1000 en todo el país!Este proyecto es posible gracias a la disponibilidad, compromiso y flexibilidad de los colaboradores de Fundación SEUR y, sobre todo, los ciudadanos.  - Si no resulta válida ninguna de estas opciones, ponte en contacto con nosotros en infofundacion@seur.nety buscaremos la mejor solución para tu caso. Entre todos la encontraremos. ;;;;;2015-04-29;;;;;http://www.terrassa.cat/veureacte?numActe=83363
83371;Exposició:  Un passeig pels mosaics del cementiri ;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://http://www.terrassa.cat/programacio-anual                                                    ;;Museu de Terrassa - Castell Cartoixa Vallparadís;2015-05-13 ;2015-06-14 ;F;;;;;1;;;DIA INTERNACIONAL DELS MUSEUS                                                                                                                                                                           ;;2015-05-13;2015-06-16;2015-05-05;418312,5082;4602121,5125;2,0191724991005;41.5647507905247;http://www.terrassa.cat/veureacte?numActe=83371
83372;Exposició de la Joia del Museu: Dibuix  Àngel ornat ;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://http://www.terrassa.cat/programacio-anual                                                    ;;Museu de Terrassa - Castell Cartoixa Vallparadís;2015-05-13 ;2015-06-14 ;F;Entrada                                                                                                                                                                                                                                                        ;;;;1;;;DIA INTERNACIONAL DELS MUSEUS                                                                                                                                                                           ;;2015-05-13;2015-06-16;2015-05-05;418312,5082;4602121,5125;2,0191724991005;41.5647507905247;http://www.terrassa.cat/veureacte?numActe=83372
83375;Visita guiada  Un passeig pels mosaics del cementiri ;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://http://www.terrassa.cat/programacio-anual                                                    ;;Cementiri Municipal;2015-05-13 ;2015-06-14 ;T;;;;;2;;informació i inscripcions al 900 268 268 (gratuït), a l a/e: funeraria@terrassa.cat o al centre d atenció al visitant del Cementiri.;DIA INTERNACIONAL DELS MUSEUS                                                                                                                                                                           ;;2015-05-13;2015-06-16;2015-05-05;420252,625;4601229,1875;2,0425562786222;41.5569103943563;http://www.terrassa.cat/veureacte?numActe=83375
83393;On busquem feina?;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/on-busquem-feinhttp://www.terrassa.cat/on-busquem-feina-                    ;;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-16 09:30:00;2015-06-16 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-15;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83393
83394;On busquem feina?;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/on-busquem-feina-                                                           ;PERSONAL TÈCNIS SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-20 09:30:00;2015-07-20 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83394
83395;Club de Lectura:  El poder está dentro de ti  de Louise L.Hay;Literatura i poesia;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd5                                                                         ;SILVIA GELICES;Biblioteca Districte 5 - BD5;2015-06-16 18:30:00;2015-06-16 19:30:00;T;;01/01/1900 18:30:00;01/01/1900 19:30:00;;5;;;ACOSTA T A LA LECTURA                                                                                                                                                                                   ;Les biblioteques esdevenen llocs de trobada per a totes les persones ineressades en la literatura, en les seves manifestacions i amb ganes de comentar i intercanviar impressions sobre obres literàries, conduïts i animats per professionals. Cada biblioteca us informarà dels tallers que realitza (dates, horaris, llibres que es treballaran, període d inscripció...);2012-09-01;2015-06-30;2015-05-12;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=83395
83396;Expo anys 80: Exposició llibres, material, joguines i revistes dels anys 80;Exposicions;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/Front/dist_tercer_n/_y0iURm1ta1Dfc6wXqmDcJa8A7zkPdruWaungjjbA3DT2jJcHEHkGxQ ;BD5;Biblioteca Districte 5 - BD5;2015-05-25 ;2015-06-13 ;T;;;;;5;;Més informació al telèfon 937 350 927;;;;;2015-05-07;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=83396
83411;Exposició:  Pena de mort ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://grups.amnistiacatalunya.org/grupos/terrassa/paginas/inici/                                   ;AMNISTIA INTERNACIONAL;Biblioteca Districte 2 - BD2;2015-06-01 ;2015-06-13 ;F;;;;;2;;Malgrat diverses decebedores reculades el 2012, va continuar la tendència mundial cap a l eradicació de la pena de mort. L aplicació de la pena capital continua restringida a un grup aïllat de països, i en totes les regions del món s han observat avenços cap a la seva abolició.  No obstant això, alguns països que portaven molt temps sense fer ús de la pena de mort van dur a terme execucions, entre ells Pakistan (la primera execució en més de quatre anys), Índia (la primera en més de vuit anys) i Gàmbia (la primera en gairebé tres decennis).  Els principals països executors el 2012 van ser Xina, Iran, l Iraq, Aràbia Saudita, Estats Units i Iemen, per aquest ordre. Amnistia Internacional segueix treballant per posar fi a les execucions i en favor de l abolició de la pena de mort a tot el món i en tota circumstància. Aquesta exposició vol acostar aquesta realitat a la població, per la qual cosa també hem programat una taula rodona per parlar-ne el dimecres 10 de juny  a les 18,30h.  ;;;;;2015-05-08;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83411
83412;Exposició:  Gravats de Glauc ;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://glaucestampa.blogspot.com.es/                                                                ;GLAUCESTAMPA;Biblioteca Districte 2 - BD2;2015-06-13 ;2015-06-20 ;F;;;;;2;;GlaucEstampa es va crear l any 2011 quan un grup d amics s ajuntaren en un interès comú: el gravat. Van obrir el seu taller a les Jornades de Tallers Oberts de Terrassa el 2012. Van tenir moltes visites i va ser molt divertit, i ...més d un va marxar amb el seu gravat sota el braç. Us convidem a veure una petita mostra de gravats d en Santi Llorens, un dels fundadors del grup.;;;;;2015-05-08;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83412
83413;Taller de gravat;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://glaucestampa.blogspot.com.es/                                                                ;GLAUCESTAMPA;Biblioteca Districte 2 - BD2;2015-06-17 17:30:00;2015-06-17 18:30:00;F;;01/01/1900 17:30:00;01/01/1900 18:30:00;;2;;Per a infants de 10 a 12 anys. En Santi Llorens, un dels fundadors del grup GlaucEstampa, mostrarà als infants tots els secrets del gravat. Places limitades. Cal inscripció prèvia. Més informació a bd2@terrassa.cat o bé al 93 786 91 62;;;;;2015-05-08;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=83413
83420;Exposició:  Una autopista darrere l endoll  ;Exposicions;;http://www.mnactec.cat/ca/exposicio-detall/una-autopista-darrere-lendoll                            ;;Museu de la Ciència i de la Tècnica de Catalunya - mNACTEC;2015-05-09 ;2015-12-31 ;F;;;;;1;;;;;;;2015-05-08;417336,2188;4602169,125;2,0074586969471;41.5650791880783;http://www.terrassa.cat/veureacte?numActe=83420
83426;Taller: Le mascares de Can bonvilar;Cursos;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;;Centre d Informació Ambiental Bonvilar - CIAB;2015-09-13 11:00:00;2015-09-13 13:00:00;T;;01/01/1900 11:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Nens i nenes de 4 a 9 anys. A càrrec de: Monitor/a d educació ambiental del Centre d Informació Ambiental Bonvilar. Inscripcions: Presentar-se al Centre d Informació Ambiental Bonvilar amb un adult. Recomanacions: Portar bata o roba vella que es pugui embrutar ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-06-01;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83426
83427;Taller: Els titelles del conte de l inspector Teixò;Cursos;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;;Centre d Informació Ambiental Bonvilar - CIAB;2015-06-21 11:00:00;2015-06-21 13:00:00;T;;01/01/1900 11:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Nens i nenes de 4 a 9 anys. A càrrec de: Monitor/a d educació ambiental del Centre d Informació Ambiental Bonvilar.  Inscripcions: Presentar-se al Centre d Informació Ambiental Bonvilar amb un adult. Recomanacions: Portar bata o roba vella que es pugui embrutar ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-15;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83427
83428;Taller: Els titelles del conte de l inspector Teixò i el senglar desaparegut;Cursos;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;;Centre d Informació Ambiental Bonvilar - CIAB;2015-10-11 11:00:00;2015-10-11 13:00:00;T;;01/01/1900 11:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Nens i nenes de 4 a 9 anys. A càrrec de: Monitor/a d educació ambiental del Centre d Informació Ambiental Bonvilar.  Inscripcions: Presentar-se al Centre d Informació Ambiental Bonvilar amb un adult. Recomanacions: Portar bata o roba vella que es pugui embrutar ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-08;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83428
83429;Itinerari: El paisatge i la biodiversitat de Bonvilar;Sortides/Excursions;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;ENRIC DATZIRA I NAVARRO, GEÒGRAF I EDUCADOR AMBIENTAL;Centre d Informació Ambiental Bonvilar - CIAB;2015-06-28 10:00:00;2015-06-28 13:00:00;T;;01/01/1900 10:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Públic general. Els menors han d anar acompanyats d un adult. Inscripcions: Presentar-se 15 minuts abans al Centre d Informació Ambiental Bonvilar. Recomanacions: Calçat adequat per caminar, protecció solar, gorra i aigua. ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-18;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83429
83430;Itinerari: Formació, estat i recuperació dels nostres torrents;Sortides/Excursions;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;ENRIC DATZIRA I NAVARRO, GEÒGRAF I EDUCADOR AMBIENTAL;Centre d Informació Ambiental Bonvilar - CIAB;2015-11-15 10:00:00;2015-11-15 13:00:00;T;;01/01/1900 10:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Públic general. Els menors han d anar acompanyats d un adult. Inscripcions: Presentar-se 15 minuts abans al Centre d Informació Ambiental Bonvilar. Recomanacions: Calçat adequat per caminar, protecció solar, gorra i aigua. ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-08;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83430
83431;Taller: Fem un herbari de la flora del bosc de Bonvilar;Medi ambient;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;;Centre d Informació Ambiental Bonvilar - CIAB;2015-07-12 11:00:00;2015-07-12 13:00:00;T;;01/01/1900 11:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Nens i nenes de 6 a 12 anys. Inscripcions: Presentar-se al Centre d Informació Ambiental Bonvilar amb un adult. Recomanacions: Portar roba i calçat còmode.;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-22;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83431
83432;Taller: Fem un herbari de la flora del bosc de Bonvilar;Altres activitats;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;;Centre d Informació Ambiental Bonvilar - CIAB;2015-11-08 11:00:00;2015-11-08 13:00:00;T;;01/01/1900 11:00:00;01/01/1900 13:00:00;;6;;Dirigit a: Nens i nenes de 6 a 12 anys. Inscripcions: Presentar-se al Centre d Informació Ambiental Bonvilar amb un adult. Recomanacions: Portar roba i calçat còmode.;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-05-08;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83432
83433;Sessió de Tai-txi a la natura;Altres activitats;;http://www.mediambient.terrassa.cat/index_not.asp?na=0&ns=1&nl=2&np=1&nt=18                         ;MARIA ISABEL LAO;Centre d Informació Ambiental Bonvilar - CIAB;2015-09-20 10:30:00;2015-09-20 12:00:00;T;;01/01/1900 10:30:00;01/01/1900 12:00:00;;6;;Dirigit a: Públic general. Els menors han d anar acompanyats d un adult.  Inscripcions: Presentar-se 15 minuts abans al Centre d Informació Ambiental Bonvilar. Recomanacions: Portar roba esportiva, bambes, tovallola petita, ampolla d aigua i estora petita. ;PROGRAMA D ACTIVITATS DE CAP DE SETMANA DE CIAB (CENTRE D INFORMACIÓ AMBIENTAL BONVILAR I DE L ANELLA VERDA                                                                                             ;;2015-05-09;2015-11-15;2015-06-01;420636,253;4603967,6375;2,0467938328329;41.5816113649293;http://www.terrassa.cat/veureacte?numActe=83433
83437;Taller familiar: Decorem el pati de la sala infantil;Activitats infantils;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;;Biblioteca Districte 3 - BD3;2015-06-17 18:00:00;2015-06-17 19:00:00;F;;01/01/1900 18:00:00;01/01/1900 19:00:00;;3;;Places limitades. Cal inscriure ns presencialment a la biblioteca.;;;;;2015-05-12;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=83437
83439;Exposició: Racó THAO:  Un estiu saludable ;Salut;bct@terrassa.cat                                                                                    ;http://thaoweb.com/es/fundacion_thao                                                                ;;Totes les biblioteques de la bct xarxa;2015-06-01 ;2015-06-30 ;T;;;;;1;;;PROGRAMA THAO-SALUT INFANTIL                                                                                                                                                                            ;El Programa Thao-Salut Infantil és un programa municipal i comunitari de promoció d hàbits saludables entre els nens i les nenes de 0 a 12 anys i les seves famílies. Promou l alimentació equilibrada i variada, així com l activitat física regular i l estimulació dels bons hàbits. Per a més informació:   http://thaoweb.com/es/fundacion_thao Les biblioteques de Terrassa hi participan amb diferents activitats: exposicions bibliogràfiques, guies de lectura, contes, tallers i moltes coses més.  Estigueu pendents del cicle i no us perdeu les novetats.;2014-11-01;2015-07-30;2015-05-11;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83439
83441;Activitat NPL -  Un conte, un somni:  Eriçó, on ets? ;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;L ESCOLA BRESSOL EL GRIMM;Biblioteca Central de Terrassa - BCT;2015-06-17 18:30:00;2015-06-17 19:30:00;T;;01/01/1900 18:30:00;01/01/1900 19:30:00;;1;;Adreçat a famílies amb infants d 1a 3 anys. Places limitades. Cal inscriure s per a participar. Les inscripcions començaran el primer dia laborable del mes i es podran fer per telèfon (Tel. 937 894 589 ) o a la mateixa sala infantil de la biblioteca. ;NASCUTS PER LLEGIR                                                                                                                                                                                      ;Nascuts per llegir és un proejcte de promoció de la lectura  per a infants de 0 a 3 anys. En aquesta iniciativa hi treballen conjuntament professionals de l àmbit de la cultura i de la salut.  Per més informació adreceu-vos a la biblioteca central de Terrassa, la biblioteca del districte 4 i la biblioeca del districte 6.;2015-01-01;2015-12-31;2015-05-26;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83441
83443;(I+D) Laboratori de creativitat:  Quatre caixes i un univers ;Literatura i poesia;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;;Biblioteca Central de Terrassa - BCT;2015-06-20 17:30:00;2015-06-20 19:30:00;T;;01/01/1900 17:30:00;01/01/1900 19:30:00;;1;;Places limitades. Cal inscripció prèvia a la sala infantil de la Biblioteca Central o bé per telèfon: 937 894 589;I+D LABORATORI DE CREATIVITAT                                                                                                                                                                           ;Espai d Imaginació i Descoberta, on convidem a les famílies amb infants a partir de 4 anys a conèixer la literatura infantil a partir de l experimentació en tots els sentits ;2015-01-01;2015-12-31;2015-05-27;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83443
83453;Premis Cambra 2015;Premis i concursos;;http://www.cambraterrassa.es                                                                        ;FELIP PUIG - CONSELLER D EMPRESA I OCUPACIÓ;Centre Cultural Terrassa;2015-06-18 ;2015-06-18 ;F;;;;;1;;;;;;;2015-05-12;417279,125;4602301,0625;2,0067558628217;41.5662615099901;http://www.terrassa.cat/veureacte?numActe=83453
83454;Vacances al Museu. Tallers d Estiu al mNACTEC.;Activitats infantils;;http://www.mnactec.cat                                                                              ;;Museu de la Ciència i de la Tècnica de Catalunya - mNACTEC;2015-06-12 ;2015-09-12 ;F;60 euros / 70 euros per setmana.                                                                                                                                                                                                                               ;;;;1;;Tallers per a nens i nenes de 5 a 12 anys. Inscripcions fins el 12 de juny.;;;;;2015-05-12;417336,2188;4602169,125;2,0074586969471;41.5650791880783;http://www.terrassa.cat/veureacte?numActe=83454
83465;On busquem feina?;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/on-busquem-feina-                                                        ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-16 09:30:00;2015-06-16 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-15;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83465
83471;Interessos i competències professionals;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/interessos-i-competencies-professionals                                  ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-16 09:30:00;2015-06-17 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-15;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83471
83472;Domina els processos de selecció;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/domina-els-processos-de-seleccio                                         ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-10 09:30:00;2015-06-12 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-12;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83472
83475;Màrqueting personal;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/marqueting-personal                                                      ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-08 09:30:00;2015-07-10 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-21;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83475
83476;Avança. El currículum per competències;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/avanca-el-curriculum-per-competencies                                    ;PERSONAL TÈCNIC FOMENT DE TERRASSA;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-16 09:30:00;2015-07-16 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83476
83477;Interessos i competències professionals;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/interessos-i-competencies-professionals                                  ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-23 09:30:00;2015-07-24 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83477
83478;Interessos i competències professionals;Joves;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/interessos-i-competencies-professionals                                  ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-23 09:30:00;2015-07-24 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-25;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83478
83480;Domina els processos de selecció;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/domina-els-processos-de-seleccio                                         ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-15 09:30:00;2015-07-17 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83480
83481;Xarxes professionals i eines 2.0 per a la recerca de feina;Cursos;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/xarxes-professionals-i-eines-2.0                                         ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-06-30 09:30:00;2015-07-03 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-19;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83481
83482;Crea el teu currículum;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/crea-el-teu-curriculum                                                   ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-06 09:30:00;2015-07-06 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-19;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83482
83483;Crea el teu currículum;Ensenyament;foment.orientacio@terrassa.cat                                                                      ;http://www.terrassa.cat/ca/crea-el-teu-curriculum                                                   ;PERSONAL TÈCNIC SERVEI D OCUPACIÓ;Servei d Ocupació (Edifici de Foment de Terrassa);2015-07-20 09:30:00;2015-07-20 14:30:00;T;;01/01/1900 9:30:00;01/01/1900 14:30:00;;4;;;;;;;2015-05-22;417050,7913;4601167,6719;2,0041743529029;41.5560305122281;http://www.terrassa.cat/veureacte?numActe=83483
83484;Tertúlies sobre salut mental - Conferència:;Salut;salutmentalterrassa@gmail.com                                                                       ;http://www.terrassa.cat/bct                                                                         ;SALUT MENTAL TERRASSA;Biblioteca Central de Terrassa - BCT;2015-06-15 17:00:00;2015-06-15 19:00:00;T;;01/01/1900 17:00:00;01/01/1900 19:00:00;;1;;;TERTÚLIES SOBRE SALUT MENTAL                                                                                                                                                                            ;;2015-01-01;2015-12-31;2015-06-08;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83484
